system_cod,location_c,location_n,BEDS,Managed_by,location_t,Location_1,Grades_tex,Grades_fin,open_date,Status_des,Primary_bu,primary_ad,X_COORDINA,Y_COORDINA,LONGITUDE,LATITUDE,Community_,Council-di,Census_tra,Borough_bl,NTA,NTA_Name,Geographic,Administra,Administ_1,communit_1,LOC_CODE
84K879,K879,Brooklyn Prospect Charter School Downtown,331300861077,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2016/07/01 00:00:00.000,Open,KBEQ,1104 FULTON STREET,"996223","187423",-73.956832000000006,40.681102000000003,"303","36","227","3020160030",BK69,Clinton Hill,"13","84",OFFICE OF CHARTER SCHOOLS,NULL,K879
84K882,K882,Success Academy Charter School - Bushwick,333200861096,Charter,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05",2016/07/01 00:00:00.000,Open,K677,139 MENAHAN STREET,"1006530","192849",-73.919652999999997,40.695974999999997,"304","37","41900","3033060015",BK78,Bushwick South,"32","84",OFFICE OF CHARTER SCHOOLS,NULL,K882
84K883,K883,Success Academy Charter School - Bed Stuy 3,331600861095,Charter,General Academic,Junior High-Intermediate-Middle,"05,06","0K,01,02,03,04,05",2016/07/01 00:00:00.000,Open,K025,787 LAFAYETTE AVENUE,"1000681","191204",-73.940748999999997,40.691471999999997,"303","36","28100","3017870014",BK35,Stuyvesant Heights,"16","84",OFFICE OF CHARTER SCHOOLS,NULL,K883
84K886,K886,Success Academy Charter School - Flatbush,331700861094,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",2016/07/01 00:00:00.000,Open,K884,15 SNYDER AVENUE,"996043","175651",-73.957500999999993,40.648789999999998,"314","40","79400","3051030101",BK95,Erasmus,"17","84",OFFICE OF CHARTER SCHOOLS,NULL,K886
22K889,K889,P.S. 889,332200010889,DOE,General Academic,Elementary,"PK,0K,01,02,SE","0K,01,02,03,04,05",2017/07/01 00:00:00.000,Open,K338,21 HINCKLEY PLACE,"992295","174218",-73.971010000000007,40.644860999999999,"312","40","49200","3053420006",BK41,Kensington-Ocean Parkway,"15","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K889
22K890,K890,M.S. 890,332200010890,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2017/07/01 00:00:00.000,Open,K338,21 HINCKLEY PLACE,"992295","174218",-73.971010000000007,40.644860999999999,"312","40","49200","3053420006",BK41,Kensington-Ocean Parkway,"15","22",COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",K890
84K892,K892,Brooklyn Emerging Leaders Academy,331600861112,Charter,General Academic,High school,"09,10,11,SE","09,10,11,12",2017/04/26 00:00:00.000,Open,K057,125 STUYVESANT AVENUE,"1003037","191204",-73.932254000000000,40.691467000000003,"303","36","29100","3016160001",BK35,Stuyvesant Heights,"16","84",OFFICE OF CHARTER SCHOOLS,NULL,K892
84K895,K895,Hebrew Language Academy Charter School 2,332100861123,Charter,General Academic,Elementary,"0K,01,02,03","0K,01,02,03,04,05",2017/05/10 00:00:00.000,Open,KCTL,1870 Stillwell Avenue,"988042","158167",-73.986345000000000,40.600808000000001,"311","47","298","3068520018",BK29,Bensonhurst East,"21","84",OFFICE OF CHARTER SCHOOLS,NULL,K895
15K896,K896,The School of Creativity and Innovation,331500010896,DOE,General Academic,Elementary,"PK,0K,01,SE","PK,0K,01,02,03,04,05",2018/07/01 00:00:00.000,Open,K682,736 48TH STREET,"983055","173545",-74.004306000000000,40.643017999999998,"307","38","108","3007770001",BK34,Sunset Park East,"15","15",COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",K896
16K898,K898,The Brooklyn Green School,331600010898,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,SE",,2018/07/01 00:00:00.000,Open,K335,130 ROCHESTER AVENUE,"1004035","185020",-73.928673000000003,40.674491000000003,"308","36","30700","3013550023",BK61,Crown Heights North,"16","16",COMMUNITY SCHOOL DISTRICT 16,"MARTIN, YOLANDA",K898
19K907,K907,Legacy School of the Arts,331900010907,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,SE",,2018/07/01 00:00:00.000,Open,K190,590 SHEFFIELD AVENUE,"1013415","180567",-73.894876999999994,40.662242999999997,"305","42","112800","3038380018",BK85,East New York (Pennsylvania Ave),"19","19",COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K907
84K910,K910,Cypress Hills Ascend Charter School,331900861131,Charter,General Academic,Early Childhood,"0K,01,02",,2018/05/11 00:00:00.000,Open,KAKT,396 GRANT AVENUE,"1021119","187478",-73.867070999999996,40.681182999999997,"305","37","118600","3041740067",BK83,Cypress Hills-City Line,"19","84",OFFICE OF CHARTER SCHOOLS,NULL,K910
84K911,K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,331300861110,Charter,General Academic,Secondary School,"06,07,09","06,07,08,09,10,11,12",2018/07/01 00:00:00.000,Open,KCVO,77 Sands Street,"987744","194462",-73.987398999999996,40.700429999999997,"302","33","13","3000770001",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"13","84",OFFICE OF CHARTER SCHOOLS,NULL,K911
84K912,K912,Key Collegiate Charter School,332300861127,Charter,General Academic,Elementary,"04,05,06","04,05,06,07,08",2018/07/01 00:00:00.000,Open,KAIX,250 BLAKE AVENUE,"1009137","181663",-73.910291999999998,40.665264000000001,"316","41","92400","3035600018",BK81,Brownsville,"23","84",OFFICE OF CHARTER SCHOOLS,NULL,K912
84K912,K912,Key Collegiate Charter School,332300861127,Charter,General Academic,Elementary,"04,05,06","04,05,06,07,08",2018/07/01 00:00:00.000,Open,KAIX,250 BLAKE AVENUE,"1009137","181663",-73.910291999999998,40.665264000000001,"316","41","92400","3035600018",BK81,Brownsville,"23","84",OFFICE OF CHARTER SCHOOLS,NULL,K912
13K915,K915,I.S. 915,331300010915,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",2019/07/01 00:00:00.000,Open,K580,105 TECH PLACE,"988103","192646",-73.986104999999995,40.695444000000002,"302","33","1300","3001310001",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"13","13",COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",K915
13K915,K915,I.S. 915,331300010915,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",2019/07/01 00:00:00.000,Open,K580,105 TECH PLACE,"988103","192646",-73.986104999999995,40.695444000000002,"302","33","1300","3001310001",BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"13","13",COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",K915
84K927,K927,Ivy Hill Preparatory Charter School,331800861146,Charter,General Academic,Elementary,"0K,01",,2019/07/01 00:00:00.000,Open,KBXX,475 EAST   57 STREET,"1005693","173872",-73.922732999999994,40.643897000000003,"317","45","94600","0",BK96,Rugby-Remsen Village,"18","84",OFFICE OF CHARTER SCHOOLS,NULL,K927
84K928,K928,Brooklyn Prospect Charter School 15.2,331500861162,Charter,General Academic,Junior High-Intermediate-Middle,"6",,2019/07/01 00:00:00.000,Open,KAGI,3002 FORT HAMILTON PARKWAY,"990155","175322",-73.978719999999996,40.647893000000003,"307","39","50000","3053160001",BK40,Windsor Terrace,"15","84",OFFICE OF CHARTER SCHOOLS,NULL,K928
84K929,K929,East Brooklyn Ascend Charter School,331900861132,Charter,General Academic,Junior High-Intermediate-Middle,0K,,2019/07/01 00:00:00.000,Open,KAKT,396 GRANT AVENUE,"1021119","187478",-73.867070999999996,40.681182999999997,"305","37","118600","3041740067",BK83,Cypress Hills-City Line,"19","84",OFFICE OF CHARTER SCHOOLS,NULL,K929
84K930,K930,LEEP Dual Language Academy,331500861158,Charter,General Academic,Elementary,"0K,01",,2019/07/01 00:00:00.000,Open,KCGR,5323 5 AVENUE,"980895","173494",-74.012089000000003,40.642876999999999,"307","38","4001","3008160001",BK34,Sunset Park East,"15","84",OFFICE OF CHARTER SCHOOLS,NULL,K930
84K933,K933,Lefferts Gardens Ascend Charter School,331700861164,Charter,General Academic,Elementary,"0K,01",,2019/07/01 00:00:00.000,Open,KAJJ,870 ALBANY AVENUE,"1000980","177068",-73.939706000000001,40.652670999999998,"317","41","81400","3048770001",BK91,East Flatbush-Farragut,"18","84",OFFICE OF CHARTER SCHOOLS,NULL,K933
84K934,K934,East Flatbush Ascend Charter School,331700861165,Charter,General Academic,Elementary,"0K,01",,2019/07/01 00:00:00.000,Open,KAJJ,870 ALBANY AVENUE,"1000980","177068",-73.939706000000001,40.652670999999998,"317","41","81400","3048770001",BK91,East Flatbush-Farragut,"18","84",OFFICE OF CHARTER SCHOOLS,NULL,K934
84K937,K937,Brooklyn RISE Charter School,331500861156,Charter,General Academic,Elementary,"0K,01",,2019/07/01 00:00:00.000,Open,KCGY,473 53 STREET,"980881","173811",-74.012140000000002,40.643746999999998,"307","38","1001","3008070046",BK32,Sunset Park West,"15","84",OFFICE OF CHARTER SCHOOLS,NULL,K937
20K971,K971,"School of Math, Science, and Healthy Living",332000010971,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2010/07/01 00:00:00.000,Open,K971,6214 4TH AVENUE,"978604","172271",-74.020342999999997,40.639518000000002,"307","38","7200","3057990038",BK32,Sunset Park West,"20","20",COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K971
02M001,M001,P.S. 001 Alfred E. Smith,310200010001,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1898/07/01 00:00:00.000,Open,M001,8 HENRY STREET,"984949","198878",-73.997478000000001,40.712550000000000,"103","1","2700","1002790040",MN27,Chinatown,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M001
02M002,M002,P.S. 002 Meyer London,310200010002,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1958/07/01 00:00:00.000,Open,M002,122 HENRY STREET,"986600","199008",-73.991523000000001,40.712907000000001,"103","1","600","1002730001",MN28,Lower East Side,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M002
02M003,M003,P.S. 003 Charrette School,310200010003,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1905/07/01 00:00:00.000,Open,M003,490 HUDSON STREET,"982601","206184",-74.005949000000001,40.732602999999997,"102","3","7300","1005850041",MN23,West Village,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M003
06M004,M004,P.S. 004 Duke Ellington,310600010004,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1995/07/01 00:00:00.000,Open,M004,500 WEST 160 STREET,"1000412","243451",-73.941593999999995,40.834876999999999,"112","7","24500","1021180022",MN36,Washington Heights South,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M004
06M005,M005,P.S. 005 Ellen Lurie,310600010005,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1993/07/01 00:00:00.000,Open,M005,3703 TENTH AVENUE,"1005750","251746",-73.922276999999994,40.857633000000000,"112","10","29900","1021500030",MN01,Marble Hill-Inwood,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M005
02M006,M006,P.S. 006 Lillie D. Blake,310200010006,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1953/07/01 00:00:00.000,Open,M006,45 EAST  81 STREET,"995210","222630",-73.960426999999996,40.777737000000002,"108","4","14200","1014930021",MN40,Upper East Side-Carnegie Hill,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M006
04M007,M007,P.S. 007 Samuel Stern,310400010007,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1959/07/01 00:00:00.000,Open,M007,160 EAST 120 STREET,"1001035","230969",-73.939374000000001,40.800615999999998,"111","8","19600","1017680021",MN34,East Harlem North,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M007
06M008,M008,P.S. 008 Luis Belliard,310600010008,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1995/07/01 00:00:00.000,Open,M008,465 WEST 167 STREET,"1001789","245040",-73.936614000000006,40.839235000000002,"112","10","24900","1021120001",MN36,Washington Heights South,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M008
03M009,M009,P.S. 009 Sarah Anderson,310300010009,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1965/07/01 00:00:00.000,Open,M009,100 WEST  84 STREET,"991379","225360",-73.974255999999997,40.785234000000003,"107","6","16900","1012140029",MN12,Upper West Side,"3","3",COMMUNITY SCHOOL DISTRICT 03,"LOUGHLIN, CHRISTINE",M009
05M010,M010,JHS 010 Frederick Douglas,310500010010,DOE,General Academic,Junior High-Intermediate-Middle,NULL,"06,07,08",1969/07/01 00:00:00.000,Closed,M010,2581 7TH AVENUE,"1001653","239605",-73.937100000000001,40.824300000000001,"110","9","23600","1020160100",MN03,Central Harlem North-Polo Grounds,"5","5",COMMUNITY SCHOOL DISTRICT 05,Gale Reeves,M010
02M011,M011,P.S. 011 William T. Harris,310200010011,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925/07/01 00:00:00.000,Open,M011,320 WEST  21 STREET,"984044","210404",-74.000743000000000,40.744185999999999,"104","3","8900","1007440024",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M011
04M012,M012,Tag Young Scholars,310400010012,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",1999/07/01 00:00:00.000,Open,M117,240 EAST 109 STREET,"1000231","228032",-73.942284999999998,40.792555999999998,"111","8","17000","1016560100",MN33,East Harlem South,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M012
04M013,M013,J.H.S. 013 Jackie Robinson,310400010013,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",1958/07/01 00:00:00.000,Closed,M013,1573 MADISON AVENUE,"998513","228429",-73.948487999999998,40.793649000000002,"111","8","17401","1016120050",MN33,East Harlem South,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M013
01M015,M015,P.S. 015 Roberto Clemente,310100010015,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1904/07/01 00:00:00.000,Open,M015,333 EAST  4 STREET,"990141","202349",-73.978746999999998,40.722074999999997,"103","2","2601","1003740020",MN28,Lower East Side,"1","1",COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",M015
02M017,M017,JHS 017 La Salle,310200010017,DOE,General Academic,Junior High-Intermediate-Middle,NULL,NULL,1908/07/01 00:00:00.000,Closed,M017,328 WEST  48 STREET,"987569","216693",-73.988000000000000,40.761400000000002,"104","3","12700","1010380014",MN15,Clinton,"2","2",COMMUNITY SCHOOL DISTRICT 02,Daria Rigney,M017
06M018,M018,P.S. 018 Park Terrace,310600010018,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1993/03/10 00:00:00.000,Open,M898,4124 9 AVENUE,"1008662","256785",-73.911732000000001,40.871456000000002,"112","10","29900","1022150824",MN01,Marble Hill-Inwood,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M018
01M019,M019,P.S. 019 Asher Levy,310100010019,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1956/07/01 00:00:00.000,Open,M019,185 1 AVENUE,"988547","205239",-73.984495999999993,40.730009000000003,"103","2","4000","1004530034",MN22,East Village,"1","1",COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",M019
01M020,M020,P.S. 020 Anna Silver,310100010020,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1963/07/01 00:00:00.000,Open,M020,166 ESSEX STREET,"988044","202068",-73.986311999999998,40.721305000000001,"103","1","3001","1003550001",MN27,Chinatown,"1","1",COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",M020
06M028,M028,P.S. 028 Wright Brothers,310600010028,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1960/07/01 00:00:00.000,Open,M028,475 WEST 155 STREET,"1000294","242268",-73.942023000000006,40.831629999999997,"112","7","23900","1021070026",MN36,Washington Heights South,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M028
05M030,M030,P.S. 030 Hernandez/Hughes,310500010030,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1969/07/01 00:00:00.000,Open,M030,144-176 EAST 128 STREET,"1002117","232805",-73.935461000000004,40.805653000000000,"111","9","24200","1017760020",MN34,East Harlem North,"5","5",COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M030
02M033,M033,P.S. 033 Chelsea Prep,310200010033,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",1951/07/01 00:00:00.000,Open,M033,281 9 AVENUE,"984184","212163",-74.000237999999996,40.749014000000003,"104","3","9700","1007240023",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M033
01M034,M034,P.S. 034 Franklin D. Roosevelt,310100010034,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1955/07/01 00:00:00.000,Open,M034,730 EAST  12 STREET,"991163","203782",-73.975058000000004,40.726008000000000,"103","2","2800","1003810038",MN28,Lower East Side,"1","1",COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",M034
75M035,M035,P.S. 035,307500011035,DOE,Special Education,K-12 all grades,"03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",1997/08/19 00:00:00.000,Open,M058,317 WEST  52ND STREET,"988156","217670",-73.985899000000003,40.764128999999997,"104","3","13300","1010430022",MN15,Clinton,"2","75",CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",M035
05M036,M036,P.S. 036 Margaret Douglas,310500010036,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1967/07/01 00:00:00.000,Open,M036,123 MORNINGSIDE DRIVE,"996040","234642",-73.957408999999998,40.810704999999999,"109","7","19701","1018500002",MN09,Morningside Heights,"5","5",COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M036
04M037,M037,River East Elementary,310400010037,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1999/07/01 00:00:00.000,Open,M045,2351 FIRST AVENUE,"1002595","230478",-73.933740000000000,40.799264999999998,"111","8","19400","1017970100",MN34,East Harlem North,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M037
04M038,M038,P.S. 38 Roberto Clemente,310400010038,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1999/07/01 00:00:00.000,Open,M121,232 EAST 103 STREET,"999546","226615",-73.944761999999997,40.788668000000001,"111","8","16400","1016520016",MN33,East Harlem South,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M038
02M040,M040,P.S. 040 Augustus Saint-Gaudens,310200010040,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1899/07/01 00:00:00.000,Open,M040,320 EAST 20TH STREET,"989367","207177",-73.981536000000006,40.735328000000003,"106","2","6400","1009250012",MN21,Gramercy,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M040
02M040,M040,P.S. 040 Augustus Saint-Gaudens,310200010040,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1899/07/01 00:00:00.000,Open,M040,320 EAST 20TH STREET,"989367","207177",-73.981536000000006,40.735328000000003,"106","2","6400","1009250012",MN21,Gramercy,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M040
02M041,M041,P.S. 041 Greenwich Village,310200010041,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1958/07/01 00:00:00.000,Open,M041,116 WEST  11 STREET,"984501","207221",-73.999093999999999,40.735450000000000,"102","3","7100","1006060049",MN23,West Village,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M041
02M042,M042,P.S. 042 Benjamin Altman,310200010042,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1899/07/01 00:00:00.000,Open,M042,71 HESTER STREET,"986793","200181",-73.990825999999998,40.716126000000003,"103","1","1600","1003090001",MN27,Chinatown,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M042
03M044,M044,J.H.S. M044 William J. O'Shea,310300010044,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","05,06,07,08",1957/07/01 00:00:00.000,Closed,M044,100 WEST  77 STREET,"990453","223648",-73.977602000000005,40.780535999999998,"107","6","16100","1011480014",MN12,Upper West Side,"3","3",COMMUNITY SCHOOL DISTRICT 03,"CARVAJAL, SARA",M044
04M045,M045,M.S. 45/S.T.A.R.S. Prep Academy,310400010045,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1958/07/01 00:00:00.000,Closed,M045,2351 1ST AVENUE,"1002595","230478",-73.933740000000000,40.799264999999998,"111","8","19400","1017970100",MN34,East Harlem North,"4","4",COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ",M045
05M046,M046,P.S. 046 Arthur Tappan,310500010046,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08,SE",1968/07/01 00:00:00.000,Open,M046,2987 FREDERICK DOUGLASS BOULEVARD,"1001883","242218",-73.936300000000003,40.830399999999997,"110","9","24302","1021060050",MN03,Central Harlem North-Polo Grounds,"5","5",COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M046
02M047,M047,47 The American Sign Language and English Secondar,310200010047,DOE,Special Education,High school,"09,10,11,12,SE","09,10,11,12,SE",1908/07/01 00:00:00.000,Open,M047,223 EAST 23 STREET,"989424","208287",-73.981329000000002,40.738374000000000,"106","2","6400","1009040024",MN21,Gramercy,"2","2",NULL,NULL,M047
06M048,M048,P.S. 048 P.O. Michael J. Buczek,310600010048,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1993/07/01 00:00:00.000,Open,M048,4360-78 BROADWAY,"1002611","250126",-73.933628999999996,40.853192999999997,"112","10","27100","1021670029",MN35,Washington Heights North,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M048
04M050,M050,P.S. 050 Vito Marcantonio,310400010050,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1975/07/01 00:00:00.000,Closed,M050,433 EAST 100 STREET,"1000611","225483",-73.940918999999994,40.785558999999999,"111","8","16200","1016940001",MN33,East Harlem South,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M050
02M051,M051,P.S. 051 Elias Howe,310200010051,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1905/07/01 00:00:00.000,Open,M338,525 WEST 44TH STREET,"985501","216735",-73.995824999999996,40.761487000000002,"104","3","12900","1010730014",MN15,Clinton,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M051
06M052,M052,Harold O. Levy School,310600010052,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1905/07/01 00:00:00.000,Open,M052,650 ACADEMY STREET,"1004866","254632",-73.925464000000005,40.865555999999998,"112","10","29100","1022330020",MN01,Marble Hill-Inwood,"6","6",COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M052
03M054,M054,J.H.S. 054 Booker T. Washington,310300010054,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1950/07/01 00:00:00.000,Open,M054,103 WEST 107 STREET,"994419","230996",-73.963269999999994,40.800699999999999,"107","7","19300","1018620011",MN09,Morningside Heights,"3","3",COMMUNITY SCHOOL DISTRICT 03,"LOUGHLIN, CHRISTINE",M054
01M056,M056,JHS 056 Corlears,310100010056,DOE,General Academic,Junior High-Intermediate-Middle,SE,"06,07,08,09",1968/07/01 00:00:00.000,Closed,M056,220 HENRY STREET,"988038","199291",-73.986300000000000,40.713700000000003,"103","1","201","1002690041",MN28,Lower East Side,"1","1",COMMUNITY SCHOOL DISTRICT 01,Daniella Phillips,M056
04M057,M057,James Weldon Johnson,310400010057,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1964/07/01 00:00:00.000,Open,M057,176 EAST 115 STREET,"1000420","229726",-73.941597999999999,40.797204999999998,"111","8","18200","1016400139",MN34,East Harlem North,"4","4",COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",M057
02M059,M059,P.S. 059 Beekman Hill International,310200010059,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1960/07/01 00:00:00.000,Open,M488,231-249 EAST 56 STREET,"993533","215912",-73.967203999999995,40.759247999999999,"106","4","10800","1013300013",MN19,Turtle Bay-East Midtown,"2","2",COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",M059
01M063,M063,The STAR Academy - P.S.63,310100010063,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1905/07/01 00:00:00.000,Open,M063,121 EAST  3 STREET,"988071","203210",-73.986214000000004,40.724440000000001,"103","2","3200","1004310014",MN22,East Village,"1","1",COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",M063
01M064,M064,P.S. 064 Robert Simon,310100010064,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954/07/01 00:00:00.000,Open,M064,600 EAST  6 STREET,"989351","202733",-73.981596999999994,40.723129999999998,"103","2","2601","1003870001",MN28,Lower East Side,"1","1",COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",M064
84M065,M065,Democracy Prep Endurance Charter School,310500861001,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",2012/07/01 00:00:00.000,Open,M154,250 WEST 127 STREET,"998395","234568",-73.948902000000004,40.810499000000000,"110","9","22400","1019320010",MN03,Central Harlem North-Polo Grounds,"5","84",OFFICE OF CHARTER SCHOOLS,NULL,M065
